,city,type_of_plan,highest_level_education,work_status,gender,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle,churn
267,Takoradi,primary_plan,Bachelor,Employed,female,Married,144,90,8,1,contacting_agent,2-door_car,No
268,Accra,extended_plan,College,Employed,male,Married,172,64,3,4,contacting_agent,4-door_car,No
269,Takoradi,primary_plan,High School or Below,Unemployed,female,Single,206,86,1,2,customer_call_centre,Sports Car,No
270,Cape_coast,primary_plan,Master,Medical Leave,female,Married,130,34,2,1,customer_call_centre,2-door_car,No
271,Tamale,primary_plan,High School or Below,Unemployed,male,Single,226,82,7,1,contacting_branch_directly,SUV,No
272,Kumasi,premium_plan,High School or Below,Employed,male,Married,206,9,1,4,customer_call_centre,4-door_car,No
273,Takoradi,extended_plan,High School or Below,Unemployed,female,Married,266,13,1,1,contacting_agent,Sports Car,No
274,Tamale,extended_plan,Bachelor,Employed,female,Married,256,26,1,2,contacting_agent,SUV,No
275,Kumasi,primary_plan,Master,Disabled,male,Married,130,64,3,1,via_the_web,2-door_car,No
276,Takoradi,premium_plan,College,Employed,male,Divorced,222,129,5,1,contacting_branch_directly,4-door_car,No
277,Takoradi,premium_plan,High School or Below,Employed,female,Married,232,0,4,3,contacting_agent,4-door_car,No
278,Accra,extended_plan,College,Unemployed,male,Single,152,142,2,3,contacting_branch_directly,2-door_car,No
279,Kumasi,extended_plan,High School or Below,Employed,female,Married,184,9,1,2,contacting_branch_directly,2-door_car,No
280,Cape_coast,extended_plan,College,Unemployed,male,Single,178,56,5,1,via_the_web,4-door_car,No
281,Accra,primary_plan,Bachelor,Unemployed,male,Married,138,90,3,4,via_the_web,2-door_car,No
282,Cape_coast,primary_plan,High School or Below,Employed,male,Married,142,116,6,1,contacting_agent,4-door_car,No
283,Tamale,primary_plan,Bachelor,Employed,male,Married,132,82,1,1,contacting_agent,2-door_car,No
284,Tamale,premium_plan,Bachelor,Employed,male,Single,216,60,3,1,contacting_branch_directly,2-door_car,No
285,Takoradi,extended_plan,High School or Below,Employed,female,Married,156,108,3,2,customer_call_centre,4-door_car,No
286,Takoradi,primary_plan,Bachelor,Employed,female,Married,146,99,3,1,customer_call_centre,4-door_car,No
287,Accra,primary_plan,Bachelor,Unemployed,male,Single,144,0,7,1,contacting_agent,4-door_car,No
288,Accra,primary_plan,High School or Below,Unemployed,male,Married,228,39,5,1,contacting_agent,Sports Car,No
289,Tamale,primary_plan,College,Employed,male,Married,126,30,5,2,customer_call_centre,4-door_car,No
290,Kumasi,premium_plan,Bachelor,Employed,female,Married,224,142,8,3,contacting_branch_directly,4-door_car,No
291,Accra,extended_plan,High School or Below,Employed,male,Married,182,82,3,4,contacting_agent,4-door_car,No
292,Kumasi,extended_plan,Master,Employed,male,Married,450,90,8,1,contacting_branch_directly,luxirious_car,No
293,Takoradi,primary_plan,Bachelor,Unemployed,female,Single,142,26,3,3,via_the_web,4-door_car,No
294,Kumasi,premium_plan,High School or Below,Disabled,female,Married,236,73,6,1,customer_call_centre,2-door_car,No
295,Takoradi,primary_plan,Doctor,Employed,male,Single,128,90,1,2,contacting_branch_directly,4-door_car,No
296,Accra,primary_plan,College,Employed,male,Married,220,146,2,1,contacting_agent,SUV,No
297,Tamale,primary_plan,Bachelor,Unemployed,female,Married,132,108,1,2,contacting_branch_directly,4-door_car,No
298,Takoradi,primary_plan,College,Employed,male,Married,144,0,9,2,contacting_branch_directly,4-door_car,No
299,Kumasi,premium_plan,High School or Below,Unemployed,male,Divorced,202,69,8,3,via_the_web,4-door_car,No
300,Accra,primary_plan,College,Employed,male,Married,134,142,1,2,contacting_agent,4-door_car,No
301,Cape_coast,primary_plan,Bachelor,Employed,male,Married,136,64,8,4,via_the_web,4-door_car,No
302,Kumasi,primary_plan,High School or Below,Retired,male,Married,234,73,9,1,via_the_web,Sports Car,Yes
303,Tamale,primary_plan,College,Employed,female,Married,224,30,2,1,contacting_agent,SUV,No
304,Kumasi,extended_plan,Bachelor,Unemployed,female,Single,160,103,1,1,customer_call_centre,4-door_car,No
305,Tamale,primary_plan,College,Unemployed,female,Divorced,236,60,4,1,contacting_agent,SUV,Yes
306,Accra,primary_plan,Bachelor,Unemployed,male,Married,232,0,2,2,customer_call_centre,SUV,No
307,Kumasi,extended_plan,College,Employed,male,Single,264,34,3,3,via_the_web,SUV,No
308,Kumasi,premium_plan,Bachelor,Employed,female,Divorced,222,77,1,2,contacting_agent,4-door_car,Yes
309,Accra,primary_plan,Bachelor,Employed,female,Married,134,13,6,2,customer_call_centre,4-door_car,Yes
310,Kumasi,primary_plan,Bachelor,Employed,male,Married,122,22,6,1,contacting_agent,4-door_car,No
311,Kumasi,primary_plan,High School or Below,Employed,female,Married,220,26,1,1,contacting_agent,SUV,Yes
312,Accra,primary_plan,High School or Below,Employed,male,Married,146,13,6,4,contacting_agent,4-door_car,No
313,Kumasi,primary_plan,Doctor,Employed,female,Married,232,34,3,3,customer_call_centre,SUV,No
314,Kumasi,premium_plan,Master,Employed,female,Divorced,212,43,3,1,contacting_branch_directly,4-door_car,No
315,Kumasi,premium_plan,Bachelor,Unemployed,male,Single,306,30,2,3,contacting_branch_directly,SUV,No
316,Kumasi,extended_plan,College,Employed,female,Married,242,47,1,3,customer_call_centre,SUV,No
317,Accra,extended_plan,Bachelor,Employed,female,Married,196,73,1,2,contacting_agent,2-door_car,No
318,Accra,extended_plan,Bachelor,Employed,female,Single,278,69,1,3,customer_call_centre,SUV,No
319,Accra,primary_plan,Master,Employed,female,Married,138,9,1,2,via_the_web,4-door_car,Yes
320,Takoradi,primary_plan,College,Employed,female,Married,220,125,1,4,contacting_agent,SUV,No
321,Takoradi,primary_plan,Doctor,Employed,female,Married,132,138,7,2,contacting_branch_directly,4-door_car,Yes
322,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,146,60,1,1,contacting_branch_directly,4-door_car,No
323,Accra,primary_plan,College,Unemployed,female,Single,146,4,5,2,customer_call_centre,4-door_car,No
324,Accra,extended_plan,Bachelor,Employed,male,Married,160,142,2,4,contacting_branch_directly,4-door_car,No
325,Accra,primary_plan,College,Unemployed,male,Married,204,150,2,1,contacting_branch_directly,SUV,Yes
326,Cape_coast,extended_plan,High School or Below,Unemployed,female,Single,196,103,2,2,via_the_web,4-door_car,No
327,Cape_coast,primary_plan,Bachelor,Employed,female,Married,130,9,1,2,via_the_web,4-door_car,No
328,Kumasi,primary_plan,College,Employed,female,Divorced,136,64,1,2,contacting_agent,4-door_car,No
329,Accra,extended_plan,Bachelor,Employed,male,Single,196,99,2,1,customer_call_centre,2-door_car,No
330,Accra,primary_plan,High School or Below,Unemployed,male,Single,126,4,1,2,contacting_agent,4-door_car,No
331,Accra,primary_plan,High School or Below,Unemployed,female,Married,222,116,9,3,via_the_web,SUV,No
332,Accra,primary_plan,College,Employed,female,Divorced,142,30,1,1,contacting_agent,2-door_car,No
333,Kumasi,extended_plan,High School or Below,Unemployed,male,Married,164,108,2,4,customer_call_centre,4-door_car,No
334,Takoradi,primary_plan,College,Employed,female,Married,140,73,5,1,customer_call_centre,4-door_car,No
335,Takoradi,primary_plan,High School or Below,Unemployed,male,Married,148,73,1,1,customer_call_centre,2-door_car,No
336,Accra,primary_plan,College,Employed,male,Married,134,26,2,1,contacting_agent,4-door_car,No
337,Accra,primary_plan,Bachelor,Employed,male,Married,134,99,3,4,customer_call_centre,4-door_car,No
338,Takoradi,primary_plan,Bachelor,Unemployed,female,Married,140,4,5,1,via_the_web,4-door_car,No
339,Accra,extended_plan,College,Employed,male,Married,152,150,1,4,contacting_branch_directly,2-door_car,No
340,Accra,primary_plan,High School or Below,Unemployed,female,Single,238,26,8,3,contacting_branch_directly,SUV,No
341,Accra,premium_plan,High School or Below,Employed,male,Married,308,86,2,4,customer_call_centre,SUV,No
342,Kumasi,primary_plan,High School or Below,Unemployed,male,Single,144,9,5,1,contacting_branch_directly,4-door_car,No
343,Accra,primary_plan,High School or Below,Unemployed,female,Single,122,120,1,2,via_the_web,4-door_car,No
344,Accra,primary_plan,High School or Below,Employed,female,Single,142,108,3,2,customer_call_centre,4-door_car,Yes
345,Cape_coast,primary_plan,Bachelor,Unemployed,female,Single,146,99,2,2,contacting_branch_directly,4-door_car,No
346,Kumasi,primary_plan,High School or Below,Medical Leave,male,Married,142,4,3,1,contacting_agent,4-door_car,No
347,Tamale,primary_plan,Master,Disabled,male,Divorced,128,86,8,4,via_the_web,4-door_car,No
348,Cape_coast,extended_plan,Bachelor,Employed,female,Married,158,73,2,1,customer_call_centre,4-door_car,No
349,Kumasi,extended_plan,College,Employed,female,Married,184,150,1,4,contacting_agent,4-door_car,No
350,Accra,premium_plan,College,Disabled,female,Married,212,77,3,1,contacting_agent,4-door_car,No
351,Takoradi,primary_plan,College,Employed,female,Married,148,146,2,2,contacting_branch_directly,4-door_car,No
352,Accra,primary_plan,High School or Below,Unemployed,female,Single,144,30,1,1,customer_call_centre,4-door_car,No
353,Tamale,primary_plan,Master,Employed,female,Married,126,73,3,2,via_the_web,2-door_car,No
354,Tamale,primary_plan,High School or Below,Unemployed,female,Married,138,39,1,4,contacting_branch_directly,4-door_car,No
355,Accra,primary_plan,High School or Below,Employed,male,Married,148,116,1,2,contacting_branch_directly,2-door_car,No
356,Kumasi,primary_plan,Master,Employed,female,Divorced,218,22,1,2,contacting_branch_directly,SUV,No
357,Accra,premium_plan,High School or Below,Unemployed,female,Single,322,125,1,1,contacting_agent,SUV,No
358,Cape_coast,primary_plan,College,Employed,female,Single,132,9,3,1,contacting_agent,4-door_car,No
359,Accra,primary_plan,Doctor,Employed,male,Married,138,39,4,4,customer_call_centre,4-door_car,No
360,Cape_coast,primary_plan,College,Unemployed,male,Single,138,90,2,3,customer_call_centre,4-door_car,No
361,Takoradi,extended_plan,Bachelor,Unemployed,female,Married,152,34,3,2,contacting_agent,4-door_car,Yes
362,Accra,primary_plan,Bachelor,Unemployed,female,Single,224,120,2,2,contacting_agent,Sports Car,No
363,Kumasi,primary_plan,Bachelor,Medical Leave,male,Single,138,13,1,1,contacting_agent,4-door_car,Yes
364,Accra,primary_plan,High School or Below,Medical Leave,male,Married,130,77,7,1,contacting_branch_directly,4-door_car,No
365,Takoradi,extended_plan,Bachelor,Employed,male,Divorced,160,64,1,1,customer_call_centre,4-door_car,No
366,Accra,premium_plan,College,Employed,female,Single,312,26,9,2,customer_call_centre,SUV,No
367,Accra,primary_plan,College,Medical Leave,female,Married,142,125,1,2,customer_call_centre,4-door_car,Yes
368,Kumasi,primary_plan,Bachelor,Employed,female,Married,124,82,1,2,via_the_web,4-door_car,No
369,Kumasi,extended_plan,Master,Employed,female,Married,176,17,1,1,contacting_branch_directly,4-door_car,Yes
370,Accra,primary_plan,Bachelor,Employed,male,Married,126,116,7,2,customer_call_centre,2-door_car,Yes
371,Accra,primary_plan,High School or Below,Unemployed,female,Single,224,30,9,1,contacting_branch_directly,Sports Car,No
372,Takoradi,primary_plan,Bachelor,Disabled,male,Single,136,82,3,1,contacting_agent,4-door_car,No
373,Accra,primary_plan,Bachelor,Employed,female,Divorced,212,77,2,1,via_the_web,SUV,Yes
374,Kumasi,primary_plan,Master,Employed,female,Married,148,138,3,2,contacting_branch_directly,2-door_car,No
375,Takoradi,extended_plan,College,Employed,male,Married,252,26,2,1,contacting_agent,SUV,No
376,Accra,primary_plan,High School or Below,Disabled,female,Married,200,4,1,4,via_the_web,SUV,No
377,Accra,premium_plan,Bachelor,Employed,female,Married,342,0,1,4,contacting_branch_directly,SUV,No
378,Cape_coast,primary_plan,High School or Below,Retired,female,Single,144,108,3,2,contacting_agent,2-door_car,No
379,Accra,extended_plan,College,Employed,female,Divorced,158,60,1,1,contacting_branch_directly,4-door_car,Yes
380,Takoradi,extended_plan,College,Employed,male,Married,180,95,1,2,customer_call_centre,4-door_car,No
381,Takoradi,primary_plan,Bachelor,Employed,female,Married,128,9,1,2,contacting_agent,4-door_car,Yes
382,Tamale,primary_plan,College,Employed,female,Married,124,125,1,2,via_the_web,2-door_car,No
383,Takoradi,primary_plan,College,Employed,female,Married,230,125,2,4,customer_call_centre,SUV,No
384,Tamale,premium_plan,Doctor,Employed,male,Married,232,138,1,1,customer_call_centre,2-door_car,No
385,Kumasi,primary_plan,College,Employed,female,Single,208,64,2,3,contacting_agent,SUV,No
386,Tamale,primary_plan,High School or Below,Employed,female,Married,144,125,1,1,contacting_branch_directly,2-door_car,No
387,Kumasi,extended_plan,Bachelor,Disabled,male,Single,170,9,3,1,contacting_branch_directly,4-door_car,No
388,Accra,primary_plan,College,Retired,male,Married,210,77,1,2,contacting_agent,Sports Car,Yes
389,Accra,primary_plan,Master,Employed,female,Single,136,34,2,2,contacting_branch_directly,4-door_car,No
390,Accra,primary_plan,Master,Employed,male,Married,138,4,3,2,contacting_branch_directly,4-door_car,No
391,Accra,primary_plan,Bachelor,Employed,male,Married,126,56,5,2,contacting_agent,4-door_car,No
392,Accra,extended_plan,College,Unemployed,female,Single,196,39,2,1,contacting_agent,4-door_car,No
393,Cape_coast,primary_plan,Bachelor,Unemployed,male,Single,130,22,1,1,contacting_agent,2-door_car,No
394,Tamale,premium_plan,Bachelor,Employed,female,Divorced,222,17,3,1,customer_call_centre,4-door_car,No
395,Kumasi,extended_plan,High School or Below,Employed,male,Divorced,192,56,6,3,contacting_agent,4-door_car,No
396,Kumasi,primary_plan,Bachelor,Employed,male,Single,134,86,1,3,contacting_agent,2-door_car,No
397,Takoradi,primary_plan,Bachelor,Employed,female,Married,228,64,8,1,contacting_agent,SUV,No
398,Cape_coast,premium_plan,High School or Below,Employed,female,Single,232,99,2,1,contacting_agent,4-door_car,Yes
399,Kumasi,primary_plan,High School or Below,Employed,male,Divorced,146,34,1,4,contacting_agent,4-door_car,No
400,Tamale,primary_plan,Bachelor,Employed,male,Divorced,138,4,9,1,contacting_agent,4-door_car,Yes
401,Tamale,extended_plan,Bachelor,Medical Leave,female,Divorced,272,0,1,1,contacting_branch_directly,SUV,No
402,Kumasi,extended_plan,College,Unemployed,male,Single,174,39,2,1,via_the_web,4-door_car,No
403,Takoradi,primary_plan,College,Unemployed,female,Single,134,52,7,4,customer_call_centre,4-door_car,No
404,Cape_coast,extended_plan,Bachelor,Employed,female,Married,488,125,2,1,contacting_agent,luxurious_suv,No
405,Accra,extended_plan,High School or Below,Employed,female,Married,246,17,2,3,customer_call_centre,SUV,No
406,Kumasi,primary_plan,High School or Below,Employed,male,Single,122,95,3,2,via_the_web,4-door_car,No
407,Accra,primary_plan,Master,Unemployed,female,Married,226,64,2,1,customer_call_centre,Sports Car,No
408,Takoradi,primary_plan,High School or Below,Employed,female,Married,218,43,2,2,contacting_agent,Sports Car,Yes
409,Accra,primary_plan,High School or Below,Unemployed,male,Married,366,26,2,3,contacting_agent,luxurious_suv,No
410,Kumasi,premium_plan,College,Employed,male,Married,352,108,5,3,customer_call_centre,SUV,No
411,Accra,primary_plan,College,Employed,female,Married,146,90,6,1,contacting_agent,4-door_car,No
412,Kumasi,primary_plan,Master,Employed,female,Married,138,26,4,4,contacting_branch_directly,4-door_car,No
413,Accra,primary_plan,High School or Below,Unemployed,female,Divorced,124,22,1,3,contacting_branch_directly,2-door_car,No
414,Takoradi,extended_plan,College,Retired,female,Divorced,172,90,6,1,contacting_branch_directly,4-door_car,Yes
415,Kumasi,primary_plan,College,Unemployed,female,Single,224,30,1,1,contacting_agent,Sports Car,No
416,Tamale,primary_plan,Bachelor,Employed,male,Married,134,56,9,1,customer_call_centre,4-door_car,No
417,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,148,146,4,1,customer_call_centre,4-door_car,No
418,Cape_coast,primary_plan,College,Medical Leave,male,Married,366,103,1,2,via_the_web,luxirious_car,No
419,Kumasi,primary_plan,Master,Employed,male,Married,228,39,1,4,contacting_agent,SUV,No
420,Kumasi,extended_plan,College,Unemployed,male,Married,254,13,3,2,contacting_agent,Sports Car,No
421,Kumasi,primary_plan,College,Employed,female,Married,124,86,2,3,contacting_agent,4-door_car,No
422,Takoradi,extended_plan,High School or Below,Unemployed,male,Single,272,60,8,1,contacting_agent,Sports Car,No
423,Kumasi,primary_plan,College,Employed,female,Married,142,43,3,3,contacting_branch_directly,2-door_car,No
424,Kumasi,premium_plan,High School or Below,Unemployed,female,Married,224,17,1,3,contacting_agent,4-door_car,No
425,Accra,extended_plan,Bachelor,Employed,male,Married,460,120,2,1,customer_call_centre,luxirious_car,No
426,Takoradi,extended_plan,Master,Employed,female,Married,258,133,3,2,contacting_branch_directly,SUV,No
427,Kumasi,primary_plan,Master,Employed,male,Married,132,116,2,4,contacting_agent,2-door_car,No
428,Kumasi,extended_plan,High School or Below,Retired,male,Divorced,266,150,1,2,contacting_agent,SUV,Yes
